variant,variant_label,product,spread_target,tier,regime,n_events_oos,hit_rate_oos,rmse,mae,n_events_is,r2_insample,r2_cv,rmse_bbl,hit_rate_is,hit_sig,n_sig,alpha_used
v2_ridge_sig,Ridge/Lasso — sig events only,LCO,fly123,tier2_freight,Easing-Backwardation,1,1,0.1723,0.1723,50,0,-0.0656,0.3435,0.52,0.5435,46,1
v3_ols_sig,OLS (DOF-guarded) — sig events,LCO,fly123,tier2_freight,ALL_REGIMES,10,0.7,0.2956,0.2306,206,,,,,,189,
v3_ols_sig,OLS (DOF-guarded) — sig events,LCO,fly123,tier2_freight,Deep-Backwardation,9,0.6667,0.3066,0.2377,56,0,-0.1213,0.3137,0.5536,0.5962,52,1
v3_ols_sig,OLS (DOF-guarded) — sig events,LCO,fly123,tier2_freight,Easing-Backwardation,1,1,0.1675,0.1675,50,0.007,-0.0288,0.3423,0.52,0.5435,46,1
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LCO,fly123,tier2_freight,ALL_REGIMES,10,0.7,0.2959,0.2311,184,,,,,,167,
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LCO,fly123,tier2_freight,Deep-Backwardation,9,0.6667,0.3066,0.2377,56,0,-0.0296,0.3137,0.5536,0.5962,52,1
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LCO,fly123,tier2_freight,Easing-Backwardation,1,1,0.1723,0.1723,50,0,-0.0253,0.3435,0.52,0.5435,46,1
v1_ridge_all,Ridge/Lasso — all events (original),LCO,fly123,tier2_physical,ALL_REGIMES,12,0.5833,0.3087,0.2354,269,0.0274,0.0114,0.2762,0.5428,0.5661,189,1
v1_ridge_all,Ridge/Lasso — all events (original),LCO,fly123,tier2_physical,Deep-Backwardation,11,0.6364,0.3157,0.237,70,0.0028,-0.0321,0.2869,0.5286,0.5962,52,1
v1_ridge_all,Ridge/Lasso — all events (original),LCO,fly123,tier2_physical,Easing-Backwardation,1,0,0.2172,0.2172,64,0.0302,-0.0255,0.3002,0.4531,0.5435,46,1
v2_ridge_sig,Ridge/Lasso — sig events only,LCO,fly123,tier2_physical,ALL_REGIMES,10,0.7,0.3003,0.2303,206,0.0286,0.0208,0.3012,0.568,0.5926,189,1
v2_ridge_sig,Ridge/Lasso — sig events only,LCO,fly123,tier2_physical,Deep-Backwardation,9,0.6667,0.3109,0.2359,56,0.0107,-0.0415,0.312,0.5536,0.5962,52,1
v2_ridge_sig,Ridge/Lasso — sig events only,LCO,fly123,tier2_physical,Easing-Backwardation,1,1,0.1793,0.1793,50,0.048,0.0252,0.3352,0.6,0.6304,46,1
v3_ols_sig,OLS (DOF-guarded) — sig events,LCO,fly123,tier2_physical,ALL_REGIMES,10,0.7,0.2961,0.2315,206,,,,,,189,
v3_ols_sig,OLS (DOF-guarded) — sig events,LCO,fly123,tier2_physical,Deep-Backwardation,9,0.6667,0.3066,0.2377,56,0,-0.0283,0.3137,0.5536,0.5962,52,1
v3_ols_sig,OLS (DOF-guarded) — sig events,LCO,fly123,tier2_physical,Easing-Backwardation,1,1,0.176,0.176,50,0.0474,-0.0156,0.3353,0.6,0.6304,46,1
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LCO,fly123,tier2_physical,ALL_REGIMES,10,0.7,0.2965,0.2308,184,,,,,,167,
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LCO,fly123,tier2_physical,Deep-Backwardation,9,0.6667,0.3072,0.2373,56,0.0022,-0.067,0.3133,0.5536,0.5962,52,1
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LCO,fly123,tier2_physical,Easing-Backwardation,1,1,0.1723,0.1723,50,0,-0.0784,0.3435,0.52,0.5435,46,1
v1_ridge_all,Ridge/Lasso — all events (original),LCO,fly123,tier3_full,ALL_REGIMES,12,0.6667,0.3066,0.2332,269,0.0485,-0.0033,0.2732,0.5167,0.5185,189,1
v1_ridge_all,Ridge/Lasso — all events (original),LCO,fly123,tier3_full,Deep-Backwardation,11,0.6364,0.3154,0.2377,70,0,-0.0218,0.2873,0.5286,0.5962,52,1
v1_ridge_all,Ridge/Lasso — all events (original),LCO,fly123,tier3_full,Easing-Backwardation,1,1,0.1837,0.1837,64,0.1063,0.0227,0.2882,0.4844,0.4783,46,1
v2_ridge_sig,Ridge/Lasso — sig events only,LCO,fly123,tier3_full,ALL_REGIMES,10,0.6,1.2655,0.6034,206,0,-0.0219,0.3056,0.534,0.5556,189,1
v2_ridge_sig,Ridge/Lasso — sig events only,LCO,fly123,tier3_full,Deep-Backwardation,9,0.6667,0.3066,0.2377,56,0,-0.0634,0.3137,0.5536,0.5962,52,1
v2_ridge_sig,Ridge/Lasso — sig events only,LCO,fly123,tier3_full,Easing-Backwardation,1,0,3.8946,3.8946,50,0.2651,0.0293,0.2945,0.6,0.6087,46,1
v3_ols_sig,OLS (DOF-guarded) — sig events,LCO,fly123,tier3_full,ALL_REGIMES,10,0.7,0.297,0.2329,206,0.0638,0.0035,0.2957,0.5485,0.5608,189,1
v3_ols_sig,OLS (DOF-guarded) — sig events,LCO,fly123,tier3_full,Deep-Backwardation,9,0.6667,0.3066,0.2377,56,0,-0.0401,0.3137,0.5536,0.5962,52,1
v3_ols_sig,OLS (DOF-guarded) — sig events,LCO,fly123,tier3_full,Easing-Backwardation,1,1,0.1901,0.1901,50,0.0998,-0.0037,0.3259,0.5,0.5,46,1
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LCO,fly123,tier3_full,ALL_REGIMES,10,0.6,4.3297,1.58,206,0.0465,0.0067,0.2984,0.5097,0.5291,189,1
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LCO,fly123,tier3_full,Deep-Backwardation,9,0.6667,0.3066,0.2377,56,0,-0.1436,0.3137,0.5536,0.5962,52,1
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LCO,fly123,tier3_full,Easing-Backwardation,1,0,13.6609,13.6609,50,0.4223,0.0413,0.2611,0.56,0.587,46,1
v3_ols_sig,OLS (DOF-guarded) — sig events,LCO,fly136,tier1_baseline,ALL_REGIMES,10,0.7,1.0994,0.8491,206,0.0407,0.036,0.3522,0.568,0.5714,189,
v3_ols_sig,OLS (DOF-guarded) — sig events,LCO,fly136,tier1_baseline,Deep-Backwardation,9,0.7778,1.1297,0.8574,56,0.0034,-0.015,0.3918,0.5714,0.5769,52,
v3_ols_sig,OLS (DOF-guarded) — sig events,LCO,fly136,tier1_baseline,Easing-Backwardation,1,0,0.7745,0.7745,50,0.0215,0.0011,0.3858,0.46,0.4565,46,
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LCO,fly136,tier1_baseline,ALL_REGIMES,10,0.8,1.0787,0.8196,184,0.011,0.0056,0.1893,0.5815,0.5868,167,
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LCO,fly136,tier1_baseline,Deep-Backwardation,9,0.7778,1.1174,0.8405,50,0,-0.0208,0.1929,0.58,0.587,46,
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LCO,fly136,tier1_baseline,Easing-Backwardation,1,1,0.6313,0.6313,44,0.0246,0.0014,0.1852,0.6364,0.65,40,
v1_ridge_all,Ridge/Lasso — all events (original),LCO,fly136,tier2_freight,ALL_REGIMES,12,0.5833,1.0023,0.7597,269,0.0351,0.019,0.3304,0.539,0.5608,189,1
v1_ridge_all,Ridge/Lasso — all events (original),LCO,fly136,tier2_freight,Deep-Backwardation,11,0.6364,1.0281,0.7693,70,0,-0.0258,0.3666,0.5571,0.5769,52,1
v1_ridge_all,Ridge/Lasso — all events (original),LCO,fly136,tier2_freight,Easing-Backwardation,1,0,0.6547,0.6547,64,0,-0.0954,0.3479,0.5625,0.6304,46,1
v2_ridge_sig,Ridge/Lasso — sig events only,LCO,fly136,tier2_freight,ALL_REGIMES,10,0.7,1.0633,0.8069,206,0.039,0.0346,0.3525,0.5728,0.5767,189,1
v2_ridge_sig,Ridge/Lasso — sig events only,LCO,fly136,tier2_freight,Deep-Backwardation,9,0.7778,1.0996,0.8242,56,0,-0.036,0.3924,0.5714,0.5769,52,1
v2_ridge_sig,Ridge/Lasso — sig events only,LCO,fly136,tier2_freight,Easing-Backwardation,1,0,0.6513,0.6513,50,0.0274,-0.0443,0.3846,0.56,0.5652,46,1
v3_ols_sig,OLS (DOF-guarded) — sig events,LCO,fly136,tier2_freight,ALL_REGIMES,10,0.7,1.0643,0.8084,206,,,,,,189,
v3_ols_sig,OLS (DOF-guarded) — sig events,LCO,fly136,tier2_freight,Deep-Backwardation,9,0.7778,1.0996,0.8242,56,0,-0.0513,0.3924,0.5714,0.5769,52,1
v3_ols_sig,OLS (DOF-guarded) — sig events,LCO,fly136,tier2_freight,Easing-Backwardation,1,0,0.6665,0.6665,50,0,-0.0485,0.39,0.62,0.6304,46,1
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LCO,fly136,tier2_freight,ALL_REGIMES,10,0.7,1.0643,0.8084,184,,,,,,167,
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LCO,fly136,tier2_freight,Deep-Backwardation,9,0.7778,1.0996,0.8242,56,0,-0.0838,0.3924,0.5714,0.5769,52,1
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LCO,fly136,tier2_freight,Easing-Backwardation,1,0,0.6665,0.6665,50,0,-0.0523,0.39,0.62,0.6304,46,1
v1_ridge_all,Ridge/Lasso — all events (original),LCO,fly136,tier2_physical,ALL_REGIMES,12,0.5833,1.0119,0.7652,269,0.0349,0.0031,0.3304,0.5279,0.545,189,1
v1_ridge_all,Ridge/Lasso — all events (original),LCO,fly136,tier2_physical,Deep-Backwardation,11,0.6364,1.0383,0.7752,70,0.0084,-0.076,0.3651,0.5571,0.5769,52,1
v1_ridge_all,Ridge/Lasso — all events (original),LCO,fly136,tier2_physical,Easing-Backwardation,1,0,0.6547,0.6547,64,0,-0.0314,0.3479,0.5625,0.6304,46,1
v2_ridge_sig,Ridge/Lasso — sig events only,LCO,fly136,tier2_physical,ALL_REGIMES,10,0.7,1.088,0.8304,206,0.0399,0.0235,0.3523,0.5728,0.5767,189,1
v2_ridge_sig,Ridge/Lasso — sig events only,LCO,fly136,tier2_physical,Deep-Backwardation,9,0.7778,1.1239,0.8466,56,0.0213,5e-04,0.3882,0.5714,0.5769,52,1
v2_ridge_sig,Ridge/Lasso — sig events only,LCO,fly136,tier2_physical,Easing-Backwardation,1,0,0.6852,0.6852,50,0.0464,-0.0044,0.3809,0.54,0.5435,46,1
v3_ols_sig,OLS (DOF-guarded) — sig events,LCO,fly136,tier2_physical,ALL_REGIMES,10,0.7,1.0762,0.8192,206,,,,,,189,
v3_ols_sig,OLS (DOF-guarded) — sig events,LCO,fly136,tier2_physical,Deep-Backwardation,9,0.7778,1.1124,0.8361,56,0.0141,-0.0362,0.3896,0.5714,0.5769,52,1
v3_ols_sig,OLS (DOF-guarded) — sig events,LCO,fly136,tier2_physical,Easing-Backwardation,1,0,0.6672,0.6672,50,0.0403,0.0062,0.3821,0.56,0.5652,46,1
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LCO,fly136,tier2_physical,ALL_REGIMES,10,0.7,1.0761,0.8191,184,,,,,,167,
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LCO,fly136,tier2_physical,Deep-Backwardation,9,0.7778,1.1124,0.8361,56,0.0141,-0.1238,0.3896,0.5714,0.5769,52,1
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LCO,fly136,tier2_physical,Easing-Backwardation,1,0,0.6665,0.6665,50,0,-0.0116,0.39,0.62,0.6304,46,1
v1_ridge_all,Ridge/Lasso — all events (original),LCO,fly136,tier3_full,ALL_REGIMES,12,0.4167,1.0187,0.7799,269,0.0797,0.0256,0.3227,0.5762,0.582,189,1
v1_ridge_all,Ridge/Lasso — all events (original),LCO,fly136,tier3_full,Deep-Backwardation,11,0.4545,1.0429,0.7873,70,0.0485,0.0229,0.3576,0.5857,0.5577,52,1
v1_ridge_all,Ridge/Lasso — all events (original),LCO,fly136,tier3_full,Easing-Backwardation,1,0,0.698,0.698,64,0.1207,0.0209,0.3263,0.5312,0.4565,46,1
v2_ridge_sig,Ridge/Lasso — sig events only,LCO,fly136,tier3_full,ALL_REGIMES,10,0.7,1.0686,0.815,206,0.0737,0.0149,0.3461,0.5583,0.5608,189,1
v2_ridge_sig,Ridge/Lasso — sig events only,LCO,fly136,tier3_full,Deep-Backwardation,9,0.7778,1.0996,0.8242,56,0,-0.0132,0.3924,0.5714,0.5769,52,1
v2_ridge_sig,Ridge/Lasso — sig events only,LCO,fly136,tier3_full,Easing-Backwardation,1,0,0.7322,0.7322,50,0.1035,-0.0887,0.3693,0.58,0.5652,46,1
v3_ols_sig,OLS (DOF-guarded) — sig events,LCO,fly136,tier3_full,ALL_REGIMES,10,0.7,1.0692,0.8159,206,0.0763,-0.0051,0.3456,0.5631,0.5661,189,1
v3_ols_sig,OLS (DOF-guarded) — sig events,LCO,fly136,tier3_full,Deep-Backwardation,9,0.7778,1.0996,0.8242,56,0,-0.1436,0.3924,0.5714,0.5769,52,1
v3_ols_sig,OLS (DOF-guarded) — sig events,LCO,fly136,tier3_full,Easing-Backwardation,1,0,0.7408,0.7408,50,0.1238,0.0107,0.3651,0.58,0.5652,46,1
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LCO,fly136,tier3_full,ALL_REGIMES,10,0.7,8.6609,3.4607,206,0.0802,0.0232,0.3448,0.5631,0.5661,189,1
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LCO,fly136,tier3_full,Deep-Backwardation,9,0.7778,1.0996,0.8242,56,0,-0.0099,0.3924,0.5714,0.5769,52,1
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LCO,fly136,tier3_full,Easing-Backwardation,1,0,27.1889,27.1889,50,0.4565,0.0263,0.2875,0.66,0.6739,46,1
v3_ols_sig,OLS (DOF-guarded) — sig events,LCO,m1m2,tier1_baseline,ALL_REGIMES,10,0.6,1.5376,1.1262,206,0.0452,0.0405,0.3379,0.5874,0.5979,189,
v3_ols_sig,OLS (DOF-guarded) — sig events,LCO,m1m2,tier1_baseline,Deep-Backwardation,9,0.6667,1.6049,1.1759,56,0.0184,2e-04,0.3515,0.6071,0.6346,52,
v3_ols_sig,OLS (DOF-guarded) — sig events,LCO,m1m2,tier1_baseline,Easing-Backwardation,1,0,0.6789,0.6789,50,0.0295,0.0093,0.4225,0.44,0.4565,46,
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LCO,m1m2,tier1_baseline,ALL_REGIMES,10,0.7,1.5411,1.1223,184,0.0095,0.004,0.169,0.587,0.5952,168,
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LCO,m1m2,tier1_baseline,Deep-Backwardation,9,0.6667,1.616,1.1918,50,0.0734,0.0541,0.1664,0.64,0.6596,47,
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LCO,m1m2,tier1_baseline,Easing-Backwardation,1,1,0.4971,0.4971,44,0.0164,-0.007,0.2164,0.5682,0.575,40,
v1_ridge_all,Ridge/Lasso — all events (original),LCO,m1m2,tier2_freight,ALL_REGIMES,12,0.75,1.5844,1.1992,269,0.0396,0.0178,0.3191,0.5911,0.582,189,1
v1_ridge_all,Ridge/Lasso — all events (original),LCO,m1m2,tier2_freight,Deep-Backwardation,11,0.8182,1.6472,1.2605,70,0.0032,-0.023,0.3269,0.6286,0.6346,52,1
v1_ridge_all,Ridge/Lasso — all events (original),LCO,m1m2,tier2_freight,Easing-Backwardation,1,0,0.5248,0.5248,64,0.0347,-0.0255,0.3762,0.5312,0.5217,46,1
v2_ridge_sig,Ridge/Lasso — sig events only,LCO,m1m2,tier2_freight,ALL_REGIMES,10,0.9,1.4832,1.0763,206,0.0515,-0.0048,0.3368,0.5728,0.582,189,1
v2_ridge_sig,Ridge/Lasso — sig events only,LCO,m1m2,tier2_freight,Deep-Backwardation,9,1,1.5529,1.1355,56,0.0057,-0.0123,0.3538,0.6071,0.6346,52,1
v2_ridge_sig,Ridge/Lasso — sig events only,LCO,m1m2,tier2_freight,Easing-Backwardation,1,0,0.5439,0.5439,50,0.0337,-0.0485,0.4216,0.48,0.4783,46,1
v3_ols_sig,OLS (DOF-guarded) — sig events,LCO,m1m2,tier2_freight,ALL_REGIMES,10,0.9,1.4737,1.0733,206,,,,,,189,
v3_ols_sig,OLS (DOF-guarded) — sig events,LCO,m1m2,tier2_freight,Deep-Backwardation,9,1,1.5424,1.1309,56,0,-0.0756,0.3548,0.6071,0.6346,52,1
v3_ols_sig,OLS (DOF-guarded) — sig events,LCO,m1m2,tier2_freight,Easing-Backwardation,1,0,0.5541,0.5541,50,0.0423,-0.0233,0.4197,0.48,0.4783,46,1
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LCO,m1m2,tier2_freight,ALL_REGIMES,10,1,1.5224,1.1361,184,,,,,,168,
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LCO,m1m2,tier2_freight,Deep-Backwardation,9,1,1.5616,1.1392,56,0.0096,-0.0395,0.3531,0.6071,0.6346,52,1
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LCO,m1m2,tier2_freight,Easing-Backwardation,1,1,1.1085,1.1085,50,0.0607,0.0129,0.4156,0.54,0.5435,46,1
v1_ridge_all,Ridge/Lasso — all events (original),LCO,m1m2,tier2_physical,ALL_REGIMES,12,0.75,1.5838,1.2064,269,0.0401,0.0076,0.319,0.6022,0.5979,189,1
v1_ridge_all,Ridge/Lasso — all events (original),LCO,m1m2,tier2_physical,Deep-Backwardation,11,0.8182,1.6432,1.2586,70,0,-0.0537,0.3274,0.6286,0.6346,52,1
v1_ridge_all,Ridge/Lasso — all events (original),LCO,m1m2,tier2_physical,Easing-Backwardation,1,0,0.6322,0.6322,64,0.0373,-0.0368,0.3757,0.4375,0.4783,46,1
v2_ridge_sig,Ridge/Lasso — sig events only,LCO,m1m2,tier2_physical,ALL_REGIMES,10,0.9,1.4749,1.0764,206,0.045,-0.0064,0.338,0.5777,0.5873,189,1
v2_ridge_sig,Ridge/Lasso — sig events only,LCO,m1m2,tier2_physical,Deep-Backwardation,9,1,1.5424,1.1309,56,0,-0.0347,0.3548,0.6071,0.6346,52,1
v2_ridge_sig,Ridge/Lasso — sig events only,LCO,m1m2,tier2_physical,Easing-Backwardation,1,0,0.5854,0.5854,50,0.0538,-0.023,0.4171,0.48,0.5,46,1
v3_ols_sig,OLS (DOF-guarded) — sig events,LCO,m1m2,tier2_physical,ALL_REGIMES,10,0.9,1.4949,1.0807,206,,,,,,189,
v3_ols_sig,OLS (DOF-guarded) — sig events,LCO,m1m2,tier2_physical,Deep-Backwardation,9,1,1.5654,1.1408,56,0.0111,-0.0177,0.3528,0.6071,0.6346,52,1
v3_ols_sig,OLS (DOF-guarded) — sig events,LCO,m1m2,tier2_physical,Easing-Backwardation,1,0,0.5399,0.5399,50,0,-0.0329,0.4288,0.54,0.5435,46,1
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LCO,m1m2,tier2_physical,ALL_REGIMES,10,0.9,1.5077,1.0897,184,,,,,,168,
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LCO,m1m2,tier2_physical,Deep-Backwardation,9,1,1.5776,1.1467,56,0.0149,-0.0322,0.3521,0.6071,0.6346,52,1
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LCO,m1m2,tier2_physical,Easing-Backwardation,1,0,0.5764,0.5764,50,0.0527,-0.019,0.4174,0.48,0.4783,46,1
v1_ridge_all,Ridge/Lasso — all events (original),LCO,m1m2,tier3_full,ALL_REGIMES,12,0.75,1.5824,1.203,269,0.0519,-0.0026,0.317,0.6022,0.5979,189,1
v1_ridge_all,Ridge/Lasso — all events (original),LCO,m1m2,tier3_full,Deep-Backwardation,11,0.8182,1.6432,1.2586,70,0,-0.0247,0.3274,0.6286,0.6346,52,1
v1_ridge_all,Ridge/Lasso — all events (original),LCO,m1m2,tier3_full,Easing-Backwardation,1,0,0.5908,0.5908,64,0.0995,0.0021,0.3634,0.6406,0.6087,46,1
v2_ridge_sig,Ridge/Lasso — sig events only,LCO,m1m2,tier3_full,ALL_REGIMES,10,0.9,1.4748,1.0762,206,0.0773,0.0257,0.3322,0.5534,0.5608,189,1
v2_ridge_sig,Ridge/Lasso — sig events only,LCO,m1m2,tier3_full,Deep-Backwardation,9,1,1.5411,1.1277,56,0.0729,-0.026,0.3416,0.6071,0.6346,52,1
v2_ridge_sig,Ridge/Lasso — sig events only,LCO,m1m2,tier3_full,Easing-Backwardation,1,0,0.6128,0.6128,50,0.0866,-0.0119,0.4098,0.62,0.6087,46,1
v3_ols_sig,OLS (DOF-guarded) — sig events,LCO,m1m2,tier3_full,ALL_REGIMES,10,0.9,1.4744,1.0751,206,0.0333,-0.0115,0.34,0.5777,0.5873,189,1
v3_ols_sig,OLS (DOF-guarded) — sig events,LCO,m1m2,tier3_full,Deep-Backwardation,9,1,1.5424,1.1309,56,0,-0.0503,0.3548,0.6071,0.6346,52,1
v3_ols_sig,OLS (DOF-guarded) — sig events,LCO,m1m2,tier3_full,Easing-Backwardation,1,0,0.5723,0.5723,50,0.0412,-0.0037,0.4199,0.62,0.6087,46,1
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LCO,m1m2,tier3_full,ALL_REGIMES,10,0.9,1.5386,1.1701,206,0.1145,0.0196,0.3254,0.5728,0.582,189,1
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LCO,m1m2,tier3_full,Deep-Backwardation,9,1,1.5421,1.1327,56,0.0399,-0.0896,0.3476,0.6071,0.6346,52,1
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LCO,m1m2,tier3_full,Easing-Backwardation,1,0,1.5063,1.5063,50,0.1189,0.0053,0.4025,0.6,0.587,46,1
v3_ols_sig,OLS (DOF-guarded) — sig events,LCO,m1m6,tier1_baseline,ALL_REGIMES,10,0.3,5.0322,3.9325,206,0.0239,0.0191,0.7396,0.6068,0.6085,189,
v3_ols_sig,OLS (DOF-guarded) — sig events,LCO,m1m6,tier1_baseline,Deep-Backwardation,9,0.3333,5.2834,4.2122,56,0.0188,6e-04,0.9715,0.5893,0.5962,52,
v3_ols_sig,OLS (DOF-guarded) — sig events,LCO,m1m6,tier1_baseline,Easing-Backwardation,1,0,1.4149,1.4149,50,0.0287,0.0084,0.822,0.6,0.6087,46,
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LCO,m1m6,tier1_baseline,ALL_REGIMES,10,0.5,5.0052,3.8774,184,0.0142,0.0088,0.4074,0.625,0.625,168,
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LCO,m1m6,tier1_baseline,Deep-Backwardation,9,0.5556,5.2639,4.1898,50,0.1201,0.1018,0.3912,0.62,0.617,47,
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LCO,m1m6,tier1_baseline,Easing-Backwardation,1,0,1.066,1.066,44,0.0062,-0.0175,0.4534,0.5909,0.6,40,
v1_ridge_all,Ridge/Lasso — all events (original),LCO,m1m6,tier2_freight,ALL_REGIMES,12,0.4167,6.279,5.1645,269,0.0272,0.005,0.7334,0.6245,0.6138,189,1
v1_ridge_all,Ridge/Lasso — all events (original),LCO,m1m6,tier2_freight,Deep-Backwardation,11,0.3636,6.5112,5.3977,70,0.0573,-0.0041,0.9313,0.6429,0.6538,52,1
v1_ridge_all,Ridge/Lasso — all events (original),LCO,m1m6,tier2_freight,Easing-Backwardation,1,1,2.5995,2.5995,64,0.0721,-0.0215,0.737,0.6094,0.587,46,1
v2_ridge_sig,Ridge/Lasso — sig events only,LCO,m1m6,tier2_freight,ALL_REGIMES,10,0.4,5.6593,4.4515,206,0.0391,0.0148,0.7338,0.5922,0.5926,189,1
v2_ridge_sig,Ridge/Lasso — sig events only,LCO,m1m6,tier2_freight,Deep-Backwardation,9,0.4444,5.9532,4.8185,56,0.0566,-0.0309,0.9526,0.6786,0.6923,52,1
v2_ridge_sig,Ridge/Lasso — sig events only,LCO,m1m6,tier2_freight,Easing-Backwardation,1,0,1.1483,1.1483,50,0,-0.1017,0.834,0.58,0.587,46,1
v3_ols_sig,OLS (DOF-guarded) — sig events,LCO,m1m6,tier2_freight,ALL_REGIMES,10,0.7,4.8759,3.8333,206,,,,,,189,
v3_ols_sig,OLS (DOF-guarded) — sig events,LCO,m1m6,tier2_freight,Deep-Backwardation,9,0.7778,5.1254,4.1316,56,0,-0.0511,0.9807,0.625,0.6346,52,1
v3_ols_sig,OLS (DOF-guarded) — sig events,LCO,m1m6,tier2_freight,Easing-Backwardation,1,0,1.1483,1.1483,50,0,-0.0396,0.834,0.58,0.587,46,1
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LCO,m1m6,tier2_freight,ALL_REGIMES,10,0.3,5.4372,4.3306,184,,,,,,168,
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LCO,m1m6,tier2_freight,Deep-Backwardation,9,0.3333,5.7185,4.6842,56,0.0546,-0.0236,0.9536,0.6607,0.6731,52,1
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LCO,m1m6,tier2_freight,Easing-Backwardation,1,0,1.1483,1.1483,50,0,-0.0609,0.834,0.58,0.587,46,1
v1_ridge_all,Ridge/Lasso — all events (original),LCO,m1m6,tier2_physical,ALL_REGIMES,12,0.6667,5.3586,4.2732,269,0.0205,0.0097,0.7359,0.6357,0.6296,189,1
v1_ridge_all,Ridge/Lasso — all events (original),LCO,m1m6,tier2_physical,Deep-Backwardation,11,0.7273,5.5858,4.5558,70,0.0178,-0.0148,0.9506,0.6286,0.6346,52,1
v1_ridge_all,Ridge/Lasso — all events (original),LCO,m1m6,tier2_physical,Easing-Backwardation,1,0,1.1647,1.1647,64,0,-0.0562,0.765,0.625,0.587,46,1
v2_ridge_sig,Ridge/Lasso — sig events only,LCO,m1m6,tier2_physical,ALL_REGIMES,10,0.7,4.8795,3.8474,206,0,-0.0124,0.7486,0.6117,0.6138,189,1
v2_ridge_sig,Ridge/Lasso — sig events only,LCO,m1m6,tier2_physical,Deep-Backwardation,9,0.7778,5.1254,4.1316,56,0,-0.0421,0.9807,0.625,0.6346,52,1
v2_ridge_sig,Ridge/Lasso — sig events only,LCO,m1m6,tier2_physical,Easing-Backwardation,1,0,1.2893,1.2893,50,0.0402,-0.0012,0.8171,0.48,0.5,46,1
v3_ols_sig,OLS (DOF-guarded) — sig events,LCO,m1m6,tier2_physical,ALL_REGIMES,10,0.7,4.9502,3.8793,206,,,,,,189,
v3_ols_sig,OLS (DOF-guarded) — sig events,LCO,m1m6,tier2_physical,Deep-Backwardation,9,0.7778,5.2003,4.1671,56,0.0137,-0.0471,0.974,0.625,0.6346,52,1
v3_ols_sig,OLS (DOF-guarded) — sig events,LCO,m1m6,tier2_physical,Easing-Backwardation,1,0,1.2893,1.2893,50,0.0402,-0.0582,0.8171,0.48,0.5,46,1
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LCO,m1m6,tier2_physical,ALL_REGIMES,10,0.7,4.9392,3.8618,184,,,,,,168,
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LCO,m1m6,tier2_physical,Deep-Backwardation,9,0.7778,5.1923,4.1633,56,0.0126,0.0045,0.9745,0.625,0.6346,52,1
